site_id,latitude,longitude,address,city,state,zip_code,locality_type,landmark,num_optical_stores_within_1km,num_eye_clinics_within_1km,distance_to_nearest_optical_store_km,distance_to_nearest_mall_km,distance_to_public_transport_km,num_retail_shops_within_1km,num_restaurants_within_1km,estimated_daily_foot_traffic,vehicular_traffic_count,property_type,site_area_sqft,asking_rent_per_sqft_inr,floor_level,feasibility_score
0b7f9187-c1a1-4205-9b1c-c808a3c2dbc0,12.9881567,77.6226,"St. John's Church Cemetery Road, Kalahalli, Halasuru, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India",Bengaluru,Karnataka,560008.0,Urban,Ulsoor Lake Park,0,0,1.347,1.413,0.071,15,7,49,300,commercial,1200,45,Ground,0.543
a03739d6-2e0f-4feb-8e44-22b20d567dc6,12.9881567,77.6226,"St. John's Church Cemetery Road, Kalahalli, Halasuru, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India",Bengaluru,Karnataka,560008.0,Urban,Ulsoor Lake Park,0,0,1.347,1.413,0.071,15,7,49,300,commercial,1200,45,Ground,0.543
d5b9e2cb-dbd9-4925-a1ec-5bf8a21977a5,12.9881567,77.6226,"St. John's Church Cemetery Road, Kalahalli, Halasuru, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India",Bengaluru,Karnataka,560008.0,Urban,Ulsoor Lake Park,0,0,1.347,1.413,0.071,15,7,49,300,commercial,1200,45,Ground,0.543
5b36996e-d691-4cf0-bae3-9e8fb3a1c6df,12.9881567,77.6226,"St. John's Church Cemetery Road, Kalahalli, Halasuru, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India",Bengaluru,Karnataka,560008.0,Urban,Ulsoor Lake Park,0,0,1.347,1.413,0.071,15,7,49,300,commercial,1200,45,Ground,0.543
e54bac42-0ede-413c-9b56-658f8bea679e,12.9881567,77.6226,"St. John's Church Cemetery Road, Kalahalli, Halasuru, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India",Bengaluru,Karnataka,560008.0,Urban,Ulsoor Lake Park,0,0,1.347,1.413,0.071,15,7,49,300,commercial,1200,45,Ground,0.543
2820e560-e821-4596-be25-4cbdb575b4ba,12.9881567,77.6226,"St. John's Church Cemetery Road, Kalahalli, Halasuru, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India",Bengaluru,Karnataka,560008.0,Urban,Ulsoor Lake Park,0,0,1.347,1.413,0.071,15,7,49,300,commercial,1200,45,Ground,0.543
cb45d473-2662-4601-9cfe-1b0d6a42f028,12.9881567,77.6226,"St. John's Church Cemetery Road, Kalahalli, Halasuru, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India",Bengaluru,Karnataka,560008.0,Urban,Ulsoor Lake Park,0,0,1.347,1.413,0.071,15,7,49,300,commercial,1200,45,Ground,0.543
f3e6a877-123c-46cb-a429-3dc0c3a86874,12.9881567,77.6226,"St. John's Church Cemetery Road, Kalahalli, Halasuru, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India",Bengaluru,Karnataka,560008.0,Urban,Ulsoor Lake Park,0,0,1.347,1.413,0.071,15,7,49,300,commercial,1200,45,Ground,0.543
c23d0eb8-6fbc-4adc-bc29-3bbe1b339740,12.9881567,77.6226,"St. John's Church Cemetery Road, Kalahalli, Halasuru, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India",Bengaluru,Karnataka,560008.0,Urban,Ulsoor Lake Park,0,0,1.347,1.413,0.071,15,7,49,300,commercial,1200,45,Ground,0.543
cad9ebd4-b217-4425-85ca-60c7d532d6ff,22.7587061,88.37524,"B Road, Barrackpore, North 24 Parganas, West Bengal, 700120, India",Barrackpore,West Bengal,700120.0,Urban,Eyeland Microsurgery Centre,0,0,1.002,0.789,0.447,14,7,47,100,commercial,1200,45,Ground,0.543
e6748c6d-2f1a-4813-a2d1-0b6d7d5a4735,22.7665444,75.9006944,"Mahindra Motors, Sagar Automobiles Pvt. Ltd,, Plot No. 8-13, Service Road, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India",Indore,Madhya Pradesh,452001.0,Urban,Saluja Eye Care Center,0,0,1.335,1.302,0.073,4,1,15,350,commercial,1200,45,Ground,0.537
42c70217-6ac0-4d44-b025-44d422874395,13.032837,77.5905315,"2nd Main Road, Anand Nagar Colony, Hebbal, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560024, India",Bengaluru,Karnataka,560024.0,Urban,Baptist Hospital,0,0,2.129,1.824,0.154,23,12,75,0,commercial,1200,45,Ground,0.536
cd48077b-61a0-4bd3-9190-9cef97adc864,22.7253746,75.8910321,"Greater Kailash Road, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India",Indore,Madhya Pradesh,452001.0,Urban,Greater Kailash Hospital,0,0,3.029,0.664,0.469,12,8,45,100,commercial,1200,45,Ground,0.53
5c41cf02-d809-43b5-a0cb-6bd367fc0a73,17.496392,78.3809838,"Diamond Estates, Phase 2, Plot no.40/P Driveway, APHB Colony, Ward 114 KPHB Colony, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Kukatpally mandal, Medchal–Malkajgiri, Telangana, 500085, India",Hyderabad,Telangana,500085.0,Urban,Ravindra bharati school,0,0,1.478,0.551,0.845,21,8,63,0,commercial,1200,45,Ground,0.521
ab76754f-2833-444b-80de-e162482c28ee,19.054999,72.8692035,"Lal Bahadur Shastri Marg, Ram Manohar Lohia Nagar, L Ward, Zone 5, Mumbai Suburban, Maharashtra, 400024, India",Mumbai Suburban,Maharashtra,400024.0,Urban,Maharashtra Nature Park,0,0,1.474,1.97,0.321,3,13,37,450,commercial,1200,45,Ground,0.516
9df585a9-20da-48fe-a453-3315a0c15950,27.3743484,75.5612903,"Station Road, Ringas, Sri Madhopur Tehsil, Sikar, Rajasthan, 332404, India",Ringas,Rajasthan,332404.0,Urban,"santosh tower,msr",0,0,9999.0,0.183,0.231,1,1,9,250,commercial,1200,45,Ground,0.51
d390b5eb-112e-4874-be53-a1b4643dc2a2,12.3041464,76.6529521,"Mysore Palace, Albert Victor Road, Nazarbad, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India",Mysuru,Karnataka,570001.0,Urban,State Bank of India,0,0,9999.0,0.553,0.28,34,23,119,300,commercial,1200,45,Ground,0.507
da831582-3d8b-42e9-8667-7aff2dc621e4,12.3041464,76.6529521,"Mysore Palace, Palace Road, Ittigegudu, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India",Mysuru,Karnataka,570001.0,Urban,State Bank of India,0,0,9999.0,0.553,0.28,34,23,119,300,commercial,1200,45,Ground,0.507
38c7921a-75a4-4249-87db-3eb86aa8b7b0,18.5998328,73.7310087,"Bhumkar Das Gurge Road, Hinjawadi Phase 1, Marunji, Mulshi, Pune, Maharashtra, 411057, India",Marunji,Maharashtra,411057.0,Urban,VIBGYOR school,0,0,2.269,0.884,0.663,14,9,51,150,commercial,1200,45,Ground,0.506
459e2676-ac55-42e0-9bdd-d919b07a2514,22.724768,75.8719803,"SGSITS, Race Course Road, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India",Indore,Madhya Pradesh,452001.0,Urban,Oriental Bank of Commerce,0,0,2.404,0.734,0.895,7,3,25,50,commercial,1200,45,Ground,0.501
5d076b89-fb3d-44b7-ad7b-7539a878f060,26.7502064,83.3751201,"Gorakhpur, Uttar Pradesh, 273001, India",Gorakhpur,Uttar Pradesh,273001.0,Urban,City Mall,0,0,9999.0,0.347,0.86,25,2,59,50,commercial,1200,45,Ground,0.495
12a5cb83-0a72-46fc-b9ec-d775aef691d3,19.2239048,72.8461186,"Shimpoli Road, Shimpoli, R/C Ward, Zone 4, Mumbai Suburban, Maharashtra, 400091, India",Mumbai Suburban,Maharashtra,400091.0,Urban,Reliance Mall,0,0,9999.0,0.412,0.534,12,8,45,0,commercial,1200,45,Ground,0.493
570bd237-d41d-48eb-ac9d-8f4067a2ee1e,21.1230151,79.0378219,"Hingna Road, Gayatri Nagar, Digdoh, Nagpur City, Nagpur Urban Taluka, Nagpur, Maharashtra, 440036, India",Nagpur City,Maharashtra,440036.0,Urban,No landmark found,0,0,1.977,3.717,0.441,1,1,9,100,commercial,1200,45,Ground,0.473
ac5c4257-8157-4eaa-b72d-4d6e4da7f3c6,21.702978,73.0014848,"Zadeshwar Road, Bharuch, Bharuch Taluka, Bharuch, Gujarat, 392012, India",Bharuch,Gujarat,392012.0,Urban,Narayan Hospital and Research Centre,0,0,2.479,9999.0,0.17,0,0,5,600,commercial,1200,45,Ground,0.472
9eb7decb-e4cd-4aaa-b7c9-41e071147f29,22.7114114,75.8346898,"Dhar Road, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India",Indore,Madhya Pradesh,452001.0,Urban,Ramkrishna Hospital,0,0,1.106,2.932,0.661,2,1,11,100,commercial,1200,45,Ground,0.461
248f3d26-0fce-4613-ae18-deb43a7a5d20,21.7020064,72.9929667,"Station Road, Bharuch, Bharuch Taluka, Bharuch, Gujarat, 392001, India",Bharuch,Gujarat,392001.0,Urban,C F Sheth Memorial Hospital,0,0,2.134,9999.0,0.419,1,0,7,200,commercial,1200,45,Ground,0.448
7abf41b2-6584-4d0d-8cf9-30d47f14b6c4,12.2975881,76.6548583,"N. Ranga Rao & Sons (Rangsons), 1553, Mahatma Gandhi Road, Ittigegudu, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570004, India",Mysuru,Karnataka,570004.0,Urban,Mithi Surgery Hospital,0,0,9999.0,1.275,0.569,8,6,33,200,commercial,1200,45,Ground,0.44
c72fd099-d401-44d3-a5f6-893bdf798654,22.3025385,70.7854192,"Chudasama Plot Main Road, Rajkot, Rajkot East Taluka, Rajkot, Gujarat, 360001, India",Rajkot,Gujarat,360001.0,Urban,Bal Bhavan,0,0,9999.0,2.702,0.45,2,1,11,100,commercial,1200,45,Ground,0.436
4bdcaae8-cb62-4962-b96c-b4ae07dabeee,23.02433,72.4722016,"South Bopal, Sanand Taluka, Ahmedabad, Gujarat, 380058, India",Ahmedabad,Gujarat,380058.0,Semi-Urban,No landmark found,0,0,9999.0,0.822,0.609,15,5,45,0,commercial,1200,45,Ground,0.423
c280e387-38db-48c0-9816-ffcfbe45c007,22.0843671,82.1422647,"Link Road, Bilaspur, Bilaspur Tahsil, Bilaspur, Chhattisgarh, 495004, India",Bilaspur,Chhattisgarh,495004.0,Urban,Uday Children Hospital,0,0,9999.0,1.579,3.668,1,0,2,200,commercial,1200,45,Ground,0.422
63fd5c97-42be-4478-8584-bbd7026e87fd,23.2445842,69.6732453,"Hospital Road, Bhuj Sector 439, Bhuj, Bhuj Taluka, Kutch, Gujarat, 370001, India",Bhuj,Gujarat,370001.0,Urban,Navkar Eye Hospital and Laser Phaco Centre,0,0,9999.0,2.88,0.661,5,4,23,0,commercial,1200,45,Ground,0.413
11d5fd11-ac60-483e-a88e-c1585ab64f69,26.5082208,83.7775477,"Indra Nagar, Deoria, Uttar Pradesh, 274001, India",Deoria,Uttar Pradesh,274001.0,Urban,No landmark found,0,0,9999.0,9999.0,0.374,0,0,5,200,commercial,1200,45,Ground,0.41
5cd5f19d-a082-4f96-b8eb-d2eff4acae53,32.6697465,74.877936,"Narwal, Jammu, Jammu and Kashmir, 180010, India",Jammu,Jammu and Kashmir,180010.0,Urban,Kunjwani Park,0,0,9999.0,4.633,3.972,8,2,20,100,commercial,1200,45,Ground,0.401
647cc97b-c77b-4bbd-885d-8fbaab712980,23.0796573,72.5007975,"Keastox, 1016, science city road, Sola, Bhadaj, Ghatlodiya Taluka, Ahmedabad, Gujarat, 380060, India",Bhadaj,Gujarat,380060.0,Urban,Dr. Parth Amin (ENT Specialist) Mediheal Hospital,0,0,9999.0,3.15,2.931,3,0,6,100,commercial,1200,45,Ground,0.398
93114d7a-7eb5-485a-a752-5ee97577ce05,23.161994,79.9687239,"University Road, Jabalpur, Ranjhi Tahsil, Jabalpur, Madhya Pradesh, 482007, India",Jabalpur,Madhya Pradesh,482007.0,Urban,"Mahakoushal Government College, Jabalpur",0,0,9999.0,2.283,1.795,0,0,0,0,commercial,1200,45,Ground,0.397
b5eae123-9228-40e1-9d2e-6468c0063878,24.5715073,81.2763643,"Rewa mirzapur Road(Rewa Bypass), Marhi, Rewa, Huzur Tahsil, Rewa, Madhya Pradesh, 486001, India",Rewa,Madhya Pradesh,486001.0,Urban,No landmark found,0,0,9999.0,3.505,3.722,0,0,0,50,commercial,1200,45,Ground,0.397
02f69035-da3b-4690-8ee9-e1a3ba57ec1c,26.7952612,80.9538038,"Lucknow, Uttar Pradesh, 226029, India",Lucknow,Uttar Pradesh,226029.0,Urban,No landmark found,0,0,9999.0,2.144,4.077,0,0,0,0,commercial,1200,45,Ground,0.397
37f34176-c482-4abb-8a2d-ab00a6f0c038,23.0906652,72.5364887,"Prasang Party Plot Road, Chanakyapuri, Ghatlodiya Taluka, Ahmedabad, Gujarat, 382481, India",Ahmedabad,Gujarat,382481.0,Semi-Urban,No landmark found,0,0,4.636,3.943,1.179,2,0,4,0,commercial,1200,45,Ground,0.39
b3b99ecb-237d-4852-bad4-66c781345436,24.4645406,74.8548197,"Station Road, Neemuch, Neemuch Nagar Tehsil, Neemuch, Madhya Pradesh, 458411, India",Neemuch,Madhya Pradesh,458411.0,Urban,No landmark found,0,0,9999.0,9999.0,0.53,0,0,5,0,commercial,1200,45,Ground,0.385
741e17e7-efa0-4f6a-ad66-7a52b6ee9a19,28.7817469,79.0337411,"Rampur, Uttar Pradesh, 244901, India",Rampur,Uttar Pradesh,244901.0,Urban,No landmark found,0,0,9999.0,9999.0,0.835,1,0,7,0,commercial,1200,45,Ground,0.385
0754c2fd-4cf8-47b9-8e3b-778354b210e7,24.1044927,88.2510635,"Berhampore, Murshidabad, West Bengal, 742101, India",Berhampore,West Bengal,742101.0,Urban,No landmark found,0,0,9999.0,9999.0,1.292,4,0,8,0,commercial,1200,45,Ground,0.373
9214d75b-713c-4614-8786-785a375d1250,31.2922311,75.5678878,"60 Garden Colony, Khurla Kingra, Jalandhar, Jalandhar I Tahsil, Jalandhar, Punjab, 144001, India",Jalandhar,Punjab,144001.0,Urban,Shanti Hospital,0,0,9999.0,9999.0,3.119,0,2,4,0,commercial,1200,45,Ground,0.372
83285933-5808-42ac-9816-cdb1454b487d,19.3723996,85.0248989,"8th Battallion Road -OLD NH-5 Highway, D D Pankal, Chhatrapur, Ganjam, Odisha, 761020, India",D D Pankal,Odisha,761020.0,Urban,No landmark found,0,0,9999.0,9999.0,3.257,0,0,0,150,commercial,1200,45,Ground,0.372
0e4dd7cb-dd22-4b7e-8c4c-872538b908bc,26.6105988,78.7419525,"Ater Bhind Road, Udotpura, Gadu Ka Pura, Bhind Tahsil, Bhind, Madhya Pradesh, India",Gadu Ka Pura,Madhya Pradesh,,Urban,No landmark found,0,0,9999.0,9999.0,4.28,0,0,0,100,commercial,1200,45,Ground,0.372
e027961d-4582-42f1-86a5-ed7650b442ca,23.695045,72.5349876,"Visnagar road sh-56, Tirupati township, Visnagar, Visnagar Taluka, Mahesana, Gujarat, 384300, India",Visnagar,Gujarat,384300.0,Urban,Krishna Multispeciality Hospital,0,0,9999.0,9999.0,1.106,0,0,0,50,commercial,1200,45,Ground,0.372
eb67907e-ba22-4583-8c84-814d0fe2417c,15.4261076,76.5306714,"Gangavathi, Gangavati taluku, Koppal, Karnataka, 583227, India",Gangavathi,Karnataka,583227.0,Urban,Dr G Chandrappa Multi Speciality Hospital,2,0,9999.0,9999.0,9999.0,2,0,4,150,commercial,1200,45,Ground,0.36
af7eb6db-b814-411f-b48d-834854301e82,30.454609,77.640891,"Paonta Sahib, Sirmaur, Himachal Pradesh, 173025, India",Paonta Sahib,Himachal Pradesh,173025.0,Urban,No landmark found,0,0,9999.0,9999.0,9999.0,0,0,0,0,commercial,1200,45,Ground,0.359
7ceafea2-5554-4f33-8f6a-17d209fa7ea5,23.1137356,79.9230296,"Gwarighat Road, Gwarighat, Jabalpur, GorakhpurTahsil, Jabalpur, Madhya Pradesh, India",Jabalpur,Madhya Pradesh,,Semi-Urban,No landmark found,0,0,1.996,0.734,0.328,12,8,45,300,commercial,1200,45,Ground,0.34
35592a9f-a387-47b2-9ea7-79a47bc3abb3,25.6038882,85.2498214,"Raghopur, Vaishali, Bihar, India",Raghopur,Bihar,,Semi-Urban,No landmark found,1,0,0.342,0.86,0.319,60,9,143,300,commercial,1200,45,Ground,0.327
1c4af294-a3dd-4ee2-a8cd-d94c7614cfae,29.9038,73.8772,"18/19, Old Nh15, Rohit Udyog Complex, Sri Ganganagar, Rajasthan, 335001",Sri Ganganagar,Rajasthan,335001.0,Urban,No landmark found,0,0,1.996,0.884,0.324,15,8,63,200,commercial,1200,45,Ground,0.6329945700719289
1f1204d1-d58b-4ef4-addd-437c79250230,30.7373,76.6787,"A S Bearing Company, Bayshop No 85, Phase 3B2 Market, Near Rose Garden, Mohali, Punjab, 160059",Mohali,Punjab,160059.0,Urban,Rose Garden,0,0,1.996,0.884,0.324,15,8,63,200,commercial,1200,45,Ground,0.6329945700719289
5d3d2aaa-e305-45f5-8cdc-cd8e21d138e8,26.9124,75.7873,"A87, Subhash Nagar Shopping Centre, Haber, Jaipur, Rajasthan, 302032",Jaipur,Rajasthan,302032.0,Urban,No landmark found,0,0,1.996,0.884,0.324,15,8,63,200,commercial,1200,45,Ground,0.6329945700719289
6a0428c3-f948-4f0e-a72c-f144b03c7165,26.7636,84.7267,"Banuchapar, N H 28, Supriya Cinema Road, West Champaran, Near St. Joseph School, Bettiah, Bihar, 845438",Bettiah,Bihar,845438.0,Urban,St. Joseph School,1,0,0.342,0.86,0.319,60,9,143,300,commercial,1200,45,Ground,0.7986524689326626
d03455b6-e59d-4599-8b38-05b8d7f285ca,23.2599,77.4126,"Bawadia Kala, Tehsil Huzur, Maple High Street, Hoshangabad Road, Bhopal, Madhya Pradesh, 462026",Bhopal,Madhya Pradesh,462026.0,Urban,No landmark found,0,0,1.996,0.734,0.328,12,8,45,300,commercial,1200,45,Ground,0.6262882563114099
e98c29b0-2ebc-4b39-8805-f256b37e4782,17.9307,76.8283,"Bhanu Complex, Opposite Abhinav English Medium School, Solapur Aurangabad Road, Bhanu Nagar Dharashiv, Osmanabad, Maharashtra, 413501",Osmanabad,Maharashtra,413501.0,Urban,Abhinav English Medium School,0,0,1.996,0.884,0.324,15,8,63,200,commercial,1200,45,Ground,0.6329945700719289
8f3bb44c-7318-431d-95f6-11c6125dc9be,23.58,80.8342,"Bhawan 957 & 958, Madan Mohan Choubey Ward, Bargawan Dunn Colony, Katni, Madhya Pradesh, 483501",Katni,Madhya Pradesh,483501.0,Urban,No landmark found,0,0,1.996,0.734,0.328,12,8,45,300,commercial,1200,45,Ground,0.6262882563114099
90d933ce-17c5-4758-ab5d-fe4d4fe99888,19.7018,77.1491,"Bhawanipatna Main Road, Kalahandi, In Front Of Balaji Temple, Bhawanipatna, Odisha, 766001",Bhawanipatna,Odisha,766001.0,Urban,Balaji Temple,0,0,1.996,0.884,0.324,15,8,63,200,commercial,1200,45,Ground,0.6329945700719289
63a9c170-8b8f-4cf5-b6fb-02a50419c7ea,16.318,76.2226,"C M C No- 6-1-1926, Ashapuri Complex, Gangavathi Road, Sindhanur, Opposite Axis Bank, Raichur, Karnataka, 584128",Sindhanur,Karnataka,584128.0,Urban,Axis Bank,2,0,0.304,0.805,0.071,122,28,389,300,commercial,1200,45,Ground,0.9377773337721154
9aef78c4-3bb5-4cea-98e7-ae2f4a06eeed,17.914,77.519,"CMC No 8-9-448, Kamshetty Complex, Udgir Road, Bidar, Karnataka, 585403",Bidar,Karnataka,585403.0,Urban,No landmark found,2,0,0.304,0.805,0.071,122,28,389,300,commercial,1200,45,Ground,0.9377773337721154
48a0cd79-bf97-47ed-86f0-3ef1462a76ef,23.0225,72.5714,"Empire Heights 75, New Arti Society, Tulsikunj, Prakash Nagar, Ghodasar, Ahmedabad, Gujarat, 380043",Ahmedabad,Gujarat,380043.0,Urban,No landmark found,0,0,1.996,0.884,0.324,15,8,63,200,commercial,1200,45,Ground,0.6329945700719289
f01144cd-d479-44ee-8c0c-1a831f1102cd,23.1815,79.9864,"GF, Plot No 233, Raksha Karmachari Colony, Near IDBI ATM, Main Road Ranjhi, Jabalpur, Madhya Pradesh, 482009",Jabalpur,Madhya Pradesh,482009.0,Urban,IDBI ATM,0,0,1.996,0.734,0.328,12,8,45,300,commercial,1200,45,Ground,0.6262882563114099
6a255f86-357a-4019-9075-582608bbb6d7,21.1702,72.8311,"Gf28, Rajhans Olympia, Sanskar Nagar, Bhatar Road, Rajhans Olympia Building, Surat, Gujarat, 395007",Surat,Gujarat,395007.0,Urban,No landmark found,0,0,1.996,0.884,0.324,15,8,63,200,commercial,1200,45,Ground,0.6329945700719289
9157679f-dcf0-4cbf-bd1d-4ff70cbde2ad,23.1815,79.9864,"Gorakhpur Main Road, Gorakhpur Road, Near 7 Eleven, Jabalpur, Madhya Pradesh, 482001",Jabalpur,Madhya Pradesh,482001.0,Urban,7 Eleven,0,0,1.996,0.734,0.328,12,8,45,300,commercial,1200,45,Ground,0.6262882563114099
c8f04e34-fbf2-473f-adae-fa11448585bf,21.1458,79.0882,"Groud Floor, Gupta Bhawan, Plot No 193, West High Court Road, Dharampeth, Dharampeth, Opposite Union Bank Of India, Nagpur, Maharashtra, 440010",Nagpur,Maharashtra,440010.0,Urban,Union Bank Of India,0,0,1.996,0.884,0.324,15,8,63,200,commercial,1200,45,Ground,0.6329945700719289
